vehicle_age,seller_type,fuel_type,transmission_type,mileage,engine,max_power,selling_price
5,Dealer,Diesel,Manual,22.54,1396,88.73,650000
7,Dealer,Diesel,Manual,12.99,2494,100.6,850000
8,Individual,Diesel,Manual,23.4,1248,74.0,500000
3,Individual,Petrol,Manual,18.9,1197,81.86,480000
5,Dealer,CNG,Manual,26.6,998,58.16,365000
4,Dealer,Diesel,Automatic,18.12,1995,190.0,3945000
5,Individual,Diesel,Automatic,21.66,1498,103.52,550000
11,Individual,Diesel,Manual,21.9,1396,90.0,300000
2,Dealer,Diesel,Manual,25.2,1248,74.0,700000
11,Dealer,Diesel,Automatic,16.07,1995,181.0,825000
6,Dealer,Petrol,Manual,17.4,1497,117.3,579000
9,Individual,Petrol,Manual,18.9,998,67.1,200000
3,Dealer,CNG,Manual,26.6,998,58.16,455000
7,Dealer,Petrol,Automatic,17.21,1197,103.6,565000
10,Dealer,Petrol,Manual,20.51,998,67.04,275000
5,Individual,Petrol,Manual,18.7,1199,88.7,500000
4,Dealer,Diesel,Manual,13.68,2393,147.51,1750000
5,Dealer,Petrol,Manual,23.01,999,67.0,340000
2,Individual,Diesel,Manual,27.28,1047,69.0,665000
5,Dealer,Petrol,Manual,22.7,799,53.64,235000
9,Dealer,Diesel,Manual,25.47,1248,88.5,610000
7,Individual,Diesel,Manual,23.4,1248,74.0,521000
6,Dealer,Petrol,Automatic,18.19,1197,103.2,615000
3,Individual,Diesel,Manual,22.54,1396,88.73,920000
4,Dealer,Diesel,Manual,13.68,2393,147.8,1775000
8,Dealer,Diesel,Manual,22.7,1498,89.84,525000
5,Individual,Diesel,Automatic,16.1,1950,191.7,3900000
5,Trustmark Dealer,Petrol,Manual,20.73,1373,91.1,645000
4,Dealer,Petrol,Automatic,14.67,1798,177.46,1975000
11,Individual,Petrol,Automatic,10.8,2497,215.0,1000000
5,Dealer,Petrol,Automatic,18.0,1497,117.3,820000
4,Dealer,Petrol,Manual,22.7,799,53.0,285000
3,Dealer,Petrol,Manual,16.0,1368,160.0,1325000
4,Dealer,CNG,Manual,26.6,998,58.16,415000
7,Individual,Diesel,Manual,23.4,1248,74.0,425000
5,Dealer,Petrol,Automatic,19.12,1373,91.1,740000
6,Dealer,Diesel,Automatic,19.3,1968,141.0,1110000
4,Dealer,Petrol,Manual,19.01,1462,103.26,825000
3,Individual,Diesel,Manual,21.5,1497,108.5,725000
7,Dealer,Diesel,Automatic,16.46,2993,258.0,3495000
6,Dealer,Petrol,Automatic,18.0,1497,117.3,795000
5,Dealer,Petrol,Manual,23.1,998,67.04,395000
3,Dealer,Diesel,Manual,21.9,1396,88.76,739000
10,Dealer,Diesel,Manual,19.3,1248,73.9,395000
9,Dealer,Petrol,Manual,12.3,1796,185.0,1350000
8,Individual,Petrol,Manual,19.1,1197,85.8,400000
10,Dealer,Diesel,Manual,22.9,1248,74.0,395000
3,Dealer,Petrol,Automatic,23.95,998,67.1,394000
3,Dealer,Diesel,Manual,17.3,1497,121.0,1375000
6,Dealer,Diesel,Manual,12.99,2494,100.6,1200000
4,Dealer,Diesel,Automatic,13.8,2999,175.0,1895000
3,Dealer,Petrol,Automatic,23.84,1199,83.83,500000
5,Dealer,Diesel,Manual,28.4,1248,74.0,590000
7,Dealer,Petrol,Manual,15.37,1196,73.0,321000
11,Individual,Petrol,Manual,18.9,998,67.1,240000
2,Individual,Petrol,Manual,21.21,1197,81.8,745000
8,Dealer,Diesel,Manual,12.99,2494,100.0,835000
6,Dealer,Petrol,Manual,20.4,1197,83.11,460000
12,Individual,Diesel,Manual,12.8,2494,102.0,480000
5,Dealer,Diesel,Automatic,13.0,2143,204.0,2475000
7,Dealer,Petrol,Manual,16.47,1198,74.0,445000
13,Individual,Diesel,Manual,13.6,2523,63.0,250000
2,Dealer,Diesel,Manual,13.68,2393,147.8,2190000
3,Dealer,Diesel,Automatic,17.6,2179,153.86,1400000
3,Dealer,Diesel,Automatic,18.59,2993,261.49,4650000
10,Dealer,Diesel,Automatic,14.94,2143,204.0,1000000
4,Dealer,Diesel,Automatic,22.48,1995,187.74,2850000
8,Dealer,Diesel,Manual,21.9,1396,88.8,435000
6,Dealer,Petrol,Automatic,19.16,2494,157.7,1725000
5,Dealer,Petrol,Manual,21.4,1197,83.1,559000
5,Individual,CNG,Manual,17.5,1373,80.46,780000
6,Dealer,CNG,Manual,22.8,1373,80.9,650000
8,Dealer,Diesel,Automatic,20.68,1995,188.0,1350000
3,Dealer,Petrol,Manual,19.1,1368,98.6,770000
2,Individual,Petrol,Automatic,18.0,1497,117.6,1150000
8,Dealer,Petrol,Manual,20.51,998,67.04,298000
3,Dealer,Diesel,Manual,24.3,1248,88.5,1025000
7,Dealer,Diesel,Manual,15.1,2179,140.0,850000
6,Individual,Petrol,Manual,17.5,1298,85.8,460000
8,Dealer,Petrol,Manual,15.37,1196,73.0,300000
11,Individual,Petrol,Manual,17.92,1086,62.1,160000
6,Dealer,Petrol,Manual,18.9,998,67.1,370000
9,Dealer,Diesel,Automatic,17.11,1968,174.33,1345000
6,Individual,Diesel,Manual,26.0,1498,98.6,655000
5,Individual,Diesel,Manual,25.32,1198,77.0,475000
6,Individual,Diesel,Manual,24.0,1120,70.0,415000
10,Dealer,Diesel,Manual,20.0,1399,68.0,275000
15,Dealer,Diesel,Manual,12.8,2494,102.0,350000
5,Individual,Diesel,Manual,24.52,1248,88.5,800000
9,Dealer,Diesel,Manual,22.9,1248,74.0,411000
7,Individual,Diesel,Manual,26.21,1248,88.5,545000
5,Individual,Diesel,Manual,22.54,1396,88.73,600000
14,Dealer,Petrol,Manual,19.7,796,46.3,145000
10,Individual,Diesel,Manual,16.2,1493,110.0,325000
7,Dealer,Diesel,Manual,25.2,1248,74.0,525000
8,Dealer,Petrol,Manual,19.81,1086,68.05,290000
2,Individual,Diesel,Manual,25.5,1498,98.6,1000000
7,Dealer,Diesel,Manual,20.54,1598,103.6,525000
8,Dealer,Petrol,Manual,17.0,1197,80.0,350000
10,Dealer,Petrol,Manual,19.7,796,46.3,155000
5,Dealer,Diesel,Automatic,16.46,2993,258.0,5385000
4,Dealer,Petrol,Automatic,18.9,1197,81.86,635000
5,Dealer,Diesel,Manual,24.3,1248,88.5,825000
2,Dealer,Diesel,Automatic,28.4,1248,74.02,855000
5,Dealer,Diesel,Manual,27.3,1498,98.6,550000
7,Dealer,Diesel,Automatic,21.66,1498,103.52,550000
2,Dealer,Petrol,Manual,16.11,1196,72.42,465000
5,Dealer,Petrol,Manual,17.0,1197,80.0,580000
5,Dealer,Diesel,Manual,13.68,2393,147.51,1765000
5,Dealer,Petrol,Manual,17.0,1197,80.0,550000
8,Dealer,Petrol,Manual,13.14,1798,160.0,470000
6,Individual,Petrol,Manual,19.1,1197,85.8,650000
5,Individual,Petrol,Manual,19.44,1198,67.0,300000
5,Individual,Petrol,Automatic,21.4,1197,83.1,600000
4,Individual,Diesel,Manual,24.52,1248,88.5,950000
6,Dealer,Petrol,Manual,20.36,1197,78.9,395000
4,Dealer,Petrol,Manual,18.9,1197,81.86,495000
5,Dealer,Petrol,Automatic,20.51,998,67.04,451000
3,Individual,Petrol,Manual,17.0,1497,121.36,900000
8,Individual,Diesel,Manual,23.4,1248,74.0,360000
4,Dealer,Petrol,Automatic,18.9,1197,82.0,550000
8,Dealer,Diesel,Manual,22.32,1582,126.3,515000
7,Dealer,Diesel,Manual,23.4,1248,74.0,575000
6,Dealer,CNG,Manual,20.88,1196,61.7,390000
4,Dealer,Diesel,Manual,20.14,1498,88.0,675000
14,Dealer,Diesel,Automatic,11.0,2987,198.5,525000
3,Dealer,Diesel,Manual,24.3,1248,88.5,895000
10,Dealer,Petrol,Manual,21.79,998,67.05,260000
10,Dealer,Petrol,Automatic,7.81,5461,362.9,2275000
7,Dealer,Diesel,Manual,12.99,2494,100.6,1099000
5,Dealer,CNG,Manual,26.6,998,58.16,414000
4,Dealer,Diesel,Manual,19.3,1248,73.9,730000
11,Dealer,Petrol,Manual,15.6,1196,70.0,249000
4,Dealer,Diesel,Manual,28.09,1248,88.5,800000
7,Dealer,CNG,Manual,22.8,1373,80.9,600000
4,Dealer,Petrol,Manual,23.01,999,67.0,330000
9,Dealer,Diesel,Automatic,22.32,1582,126.32,521000
3,Dealer,Diesel,Manual,24.3,1248,88.5,800000
10,Dealer,Diesel,Automatic,18.48,1995,177.0,1250000
4,Dealer,Petrol,Manual,15.0,1598,103.6,725000
5,Dealer,Diesel,Automatic,18.56,1995,187.7,3400000
7,Dealer,CNG,Manual,33.44,796,40.3,281000
3,Dealer,Petrol,Manual,18.78,999,75.0,635000
7,Dealer,Diesel,Automatic,10.0,2148,170.0,1475000
8,Individual,Diesel,Manual,16.55,2498,105.0,500000
4,Dealer,Petrol,Automatic,19.0,1199,88.7,695000
10,Dealer,Petrol,Manual,17.0,1497,118.0,365000
3,Individual,Petrol,Manual,25.17,799,53.3,350000
4,Dealer,Diesel,Manual,25.2,1248,74.0,635000
5,Individual,Petrol,Manual,17.5,1373,91.1,750000
3,Individual,Petrol,Manual,25.17,799,53.3,350000
7,Individual,Diesel,Manual,26.0,1498,98.6,600000
5,Dealer,Diesel,Manual,21.19,1396,88.73,695000
8,Dealer,Petrol,Manual,16.47,1198,74.0,421000
3,Dealer,Petrol,Manual,21.21,1197,81.8,741000
6,Dealer,Petrol,Manual,15.0,1598,103.5,485000
14,Dealer,Petrol,Manual,12.8,1493,100.0,220000
3,Dealer,Petrol,Manual,18.6,1197,81.83,675000
9,Individual,Diesel,Manual,13.93,2179,138.03,290000
7,Dealer,Diesel,Manual,22.7,1498,89.84,580000
7,Dealer,Diesel,Manual,20.77,1248,88.76,500000
3,Individual,Petrol,Manual,20.73,1373,91.1,800000
4,Dealer,Petrol,Manual,25.17,799,53.3,375000
4,Dealer,Petrol,Manual,18.6,1197,81.83,600000
11,Dealer,Diesel,Manual,11.5,2982,171.0,1000000
5,Individual,Diesel,Manual,25.2,1248,74.0,500000
10,Dealer,Diesel,Manual,20.54,1598,103.6,349000
4,Individual,Petrol,Manual,19.44,1198,67.0,421000
6,Individual,Petrol,Manual,23.95,998,67.1,350000
6,Dealer,Diesel,Automatic,17.2,1968,138.03,1275000
6,Dealer,Diesel,Manual,27.4,1498,98.63,450000
4,Dealer,CNG,Manual,21.94,1196,61.7,395000
6,Dealer,Diesel,Automatic,19.59,1995,184.0,2250000
10,Individual,Petrol,Manual,19.81,1086,68.05,270000
3,Dealer,Petrol,Manual,23.84,1199,84.0,441000
9,Dealer,Diesel,Manual,23.4,1248,74.0,485000
7,Dealer,Diesel,Manual,19.3,1248,73.9,565000
15,Dealer,Petrol,Manual,16.1,1197,85.0,145000
4,Dealer,Diesel,Manual,24.52,1248,88.5,925000
7,Individual,Petrol,Manual,20.51,998,67.04,370000
6,Individual,Petrol,Manual,20.4,1197,83.11,425000
3,Dealer,Diesel,Automatic,28.4,1248,74.02,825000
7,Dealer,Petrol,Manual,22.74,796,47.3,275000
7,Dealer,Diesel,Manual,25.2,1248,74.0,465000
9,Dealer,Diesel,Automatic,22.69,1995,190.0,1050000
11,Individual,Petrol,Manual,15.6,1196,70.0,275000
9,Individual,Diesel,Manual,23.5,1396,88.7,485000
2,Individual,Petrol,Automatic,24.04,999,67.0,460000
6,Individual,Petrol,Manual,20.63,1198,67.06,250000
7,Dealer,CNG,Manual,26.2,998,58.2,340000
1,Individual,Diesel,Manual,21.0,1498,74.96,600000
4,Dealer,Diesel,Manual,24.3,1248,88.5,900000
13,Dealer,Diesel,Manual,10.5,2609,120.0,390000
7,Dealer,Diesel,Manual,26.0,1498,98.6,675000
9,Dealer,Diesel,Manual,16.0,2179,140.0,690000
4,Dealer,Petrol,Manual,23.84,1199,84.0,465000
4,Individual,Petrol,Manual,18.6,1197,81.83,630000
13,Individual,Petrol,Manual,19.7,796,46.3,150000
6,Dealer,Petrol,Manual,20.4,1197,81.8,500000
8,Dealer,Diesel,Manual,22.07,1199,73.9,380000
3,Dealer,Petrol,Automatic,18.1,1199,88.7,575000
5,Dealer,Diesel,Manual,21.13,1498,108.6,611000
6,Individual,Diesel,Manual,25.8,1498,98.6,501000
5,Dealer,Diesel,Automatic,19.08,1582,126.2,760000
11,Individual,Diesel,Manual,19.3,1248,73.9,300000
6,Dealer,Petrol,Manual,23.01,999,67.0,315000
7,Individual,Diesel,Manual,14.0,2179,138.1,600000
6,Dealer,Diesel,Automatic,14.74,2993,270.9,2790000
5,Dealer,Petrol,Automatic,23.1,998,67.04,460000
5,Dealer,Petrol,Manual,17.7,1497,113.42,665000
8,Dealer,Diesel,Automatic,9.52,2993,313.0,4100000
10,Individual,Petrol,Manual,20.36,1197,78.9,200000
3,Dealer,Diesel,Automatic,28.4,1248,74.0,770000
10,Individual,Petrol,Manual,19.7,796,46.3,170000
9,Dealer,Petrol,Manual,20.92,998,67.1,200000
12,Dealer,Petrol,Manual,17.0,1197,80.0,275000
3,Dealer,Petrol,Manual,21.4,1197,83.1,710000
9,Dealer,Diesel,Automatic,16.55,1968,140.0,1500000
6,Dealer,Diesel,Automatic,18.23,1582,126.2,841000
6,Dealer,Diesel,Automatic,14.49,2993,258.0,3900000
5,Dealer,Diesel,Manual,25.32,1198,77.0,450000
8,Dealer,Petrol,Manual,18.5,1197,82.9,390000
4,Dealer,Petrol,Manual,21.4,1197,83.1,565000
6,Dealer,Petrol,Manual,20.73,1373,91.1,575000
4,Individual,Petrol,Manual,18.7,1199,88.7,700000
2,Individual,Petrol,Automatic,14.8,1497,121.36,950000
3,Individual,Petrol,Automatic,20.51,998,67.0,550000
4,Individual,Petrol,Manual,20.89,1197,81.8,415000
6,Dealer,Diesel,Automatic,21.66,1498,103.52,650000
4,Dealer,Diesel,Manual,25.47,1248,88.5,899000
4,Dealer,Petrol,Automatic,21.79,998,67.05,425000
5,Dealer,Petrol,Manual,21.4,1197,83.1,560000
9,Dealer,LPG,Manual,19.0,1086,68.1,295000
8,Dealer,Petrol,Manual,17.01,1591,121.3,510000
8,Dealer,Petrol,Automatic,17.2,1197,103.6,495000
8,Individual,Petrol,Manual,19.81,1086,68.05,295000
3,Dealer,Petrol,Automatic,20.3,1086,68.07,550000
2,Individual,Diesel,Automatic,16.38,1999,177.0,6300000
4,Dealer,Diesel,Manual,16.3,1956,170.0,1598000
3,Dealer,Petrol,Manual,20.89,1197,81.8,491000
7,Dealer,CNG,Manual,33.54,998,67.04,349000
5,Dealer,Petrol,Manual,18.9,1197,82.0,535000
4,Individual,Diesel,Manual,28.4,1248,74.02,754000
4,Individual,Petrol,Automatic,15.34,1998,249.0,4000000
8,Dealer,Diesel,Automatic,18.88,1995,184.0,1245000
12,Dealer,Petrol,Manual,18.9,998,67.1,185000
3,Individual,Diesel,Manual,24.2,1498,93.87,964000
8,Dealer,Diesel,Manual,21.9,1396,88.76,375000
3,Dealer,Petrol,Manual,24.7,796,47.3,319000
5,Dealer,Petrol,Automatic,18.19,1197,103.2,749000
9,Dealer,Petrol,Manual,15.04,1598,103.6,311000
4,Dealer,Petrol,Automatic,24.04,999,67.0,400000
4,Dealer,Petrol,Automatic,18.2,1199,88.7,680000
4,Dealer,Diesel,Manual,16.0,2179,140.0,1395000
11,Dealer,Petrol,Manual,18.5,1197,80.0,245000
12,Dealer,Diesel,Manual,12.05,2179,120.0,400000
9,Dealer,Diesel,Manual,12.05,2179,120.0,448000
5,Dealer,Diesel,Automatic,21.66,1498,103.52,660000
4,Individual,Petrol,Manual,18.9,1197,81.86,500000
5,Dealer,Petrol,Manual,22.3,799,53.26,300000
6,Dealer,Petrol,Manual,18.9,998,67.1,390000
8,Dealer,Diesel,Automatic,22.32,1582,126.3,480000
3,Dealer,Petrol,Automatic,23.0,999,67.0,346000
7,Dealer,CNG,Manual,31.79,998,58.2,340000
6,Individual,CNG,Manual,22.8,1373,80.9,678000
6,Individual,Diesel,Manual,25.8,1498,98.6,295000
4,Individual,Diesel,Manual,14.1,2179,153.86,900000
6,Dealer,Petrol,Automatic,18.0,1497,117.3,825000
5,Dealer,Diesel,Manual,24.52,1248,88.5,825000
4,Individual,Diesel,Manual,16.5,1493,70.0,700000
6,Individual,Petrol,Manual,18.6,1197,81.83,535000
7,Dealer,Diesel,Automatic,21.66,1498,103.52,580000
8,Dealer,Diesel,Manual,24.0,1120,70.0,425000
15,Individual,Diesel,Manual,12.7,2609,116.6,300000
3,Dealer,Petrol,Manual,23.1,998,67.04,490000
11,Dealer,Petrol,Manual,17.0,1197,80.0,275000
1,Dealer,Petrol,Automatic,18.15,998,118.35,1185000
5,Dealer,Diesel,Manual,16.0,2179,140.0,1350000
6,Dealer,Petrol,Automatic,17.21,1197,103.5,600000
6,Dealer,Petrol,Automatic,18.9,1197,81.86,525000
3,Dealer,Petrol,Automatic,23.84,1199,84.0,495000
3,Dealer,CNG,Manual,33.44,796,40.3,345000
6,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,595000
2,Dealer,Petrol,Automatic,17.0,1591,121.3,1250000
19,Individual,Petrol,Manual,18.9,1061,47.0,50000
4,Dealer,Diesel,Automatic,16.46,2993,258.0,7500000
2,Dealer,Diesel,Manual,13.68,2393,147.51,2000000
3,Dealer,Petrol,Manual,17.5,1373,91.1,810000
10,Individual,Diesel,Automatic,14.74,2993,270.9,2800000
5,Dealer,Diesel,Automatic,15.97,2993,258.0,3850000
9,Dealer,Diesel,Manual,22.9,1248,74.0,385000
4,Dealer,Petrol,Manual,21.01,1197,81.8,600000
8,Individual,Diesel,Manual,23.4,1248,74.0,475000
8,Dealer,Petrol,Manual,16.2,1599,103.2,490000
3,Dealer,Petrol,Manual,18.6,1197,81.83,625000
6,Dealer,Petrol,Manual,22.0,1197,81.8,530000
2,Dealer,Petrol,Automatic,4.0,3855,601.0,39500000
3,Dealer,Diesel,Manual,28.09,1248,88.5,1000000
8,Individual,Diesel,Manual,20.0,1399,68.1,250000
5,Dealer,Petrol,Automatic,18.0,1497,117.3,725000
3,Dealer,Petrol,Manual,23.95,998,67.05,375000
8,Dealer,Diesel,Manual,15.1,2179,140.0,699000
11,Dealer,Petrol,Manual,12.4,1998,132.0,675000
7,Dealer,Diesel,Manual,20.54,1598,103.6,565000
7,Dealer,Diesel,Manual,21.27,1396,88.76,545000
6,Dealer,CNG,Manual,22.8,1373,80.9,650000
5,Dealer,Diesel,Manual,24.52,1248,88.5,811000
7,Dealer,Diesel,Automatic,15.15,2967,240.0,4500000
5,Dealer,Diesel,Manual,24.52,1248,88.5,825000
9,Individual,Diesel,Manual,19.3,1248,73.9,370000
2,Individual,Petrol,Manual,15.37,1196,73.0,411000
7,Dealer,Diesel,Manual,25.1,1498,98.6,650000
2,Dealer,Diesel,Automatic,17.8,1493,113.4,1810000
9,Dealer,Diesel,Automatic,16.55,1968,140.0,1375000
9,Dealer,Diesel,Manual,21.9,1396,88.76,370000
2,Dealer,Petrol,Automatic,24.0,1199,83.81,550000
6,Dealer,Diesel,Manual,15.1,2179,140.0,950000
4,Dealer,Diesel,Manual,13.68,2393,147.8,1550000
5,Dealer,Petrol,Manual,20.36,1197,78.9,465000
6,Dealer,Petrol,Manual,20.73,1373,91.1,715000
4,Individual,Petrol,Manual,24.7,796,47.3,318000
6,Dealer,Petrol,Manual,18.0,1198,86.7,450000
8,Dealer,Diesel,Automatic,12.55,2982,168.5,1525000
12,Individual,LPG,Manual,17.3,1061,57.5,233000
4,Individual,Diesel,Manual,17.6,2179,153.86,1220000
5,Individual,Diesel,Manual,24.3,1248,88.5,750000
4,Individual,Petrol,Manual,20.89,1197,81.8,500000
9,Dealer,Diesel,Automatic,11.0,2993,235.0,2150000
10,Dealer,Petrol,Manual,19.81,1086,68.05,375000
5,Individual,Petrol,Manual,18.9,1197,82.0,485000
4,Individual,Petrol,Manual,20.63,1198,67.06,360000
5,Dealer,Petrol,Manual,20.73,1373,91.1,600000
5,Dealer,Diesel,Manual,21.7,1498,98.96,690000
8,Dealer,Diesel,Manual,19.3,1248,73.9,465000
5,Dealer,Diesel,Manual,28.09,1248,88.5,750000
8,Dealer,Diesel,Manual,22.32,1582,126.32,585000
6,Dealer,Petrol,Automatic,15.63,1499,110.4,665000
2,Individual,Diesel,Manual,17.0,1956,138.1,1750000
6,Dealer,Diesel,Manual,15.4,2523,75.0,760000
10,Individual,Petrol,Manual,17.92,1086,62.1,250000
3,Dealer,Diesel,Manual,24.0,1186,73.97,550000
7,Individual,Diesel,Manual,15.4,2179,120.0,800000
4,Dealer,Diesel,Manual,25.32,1198,77.0,490000
7,Individual,Diesel,Manual,25.2,1248,74.0,480000
5,Dealer,Diesel,Manual,28.09,1248,88.5,655000
4,Individual,Diesel,Manual,19.67,1582,126.2,1100000
3,Dealer,Petrol,Automatic,21.4,1197,83.1,890000
6,Dealer,Diesel,Automatic,16.36,2179,187.7,3200000
10,Dealer,Petrol,Automatic,16.95,1197,78.9,355000
9,Individual,Diesel,Manual,19.3,1248,73.9,420000
7,Dealer,CNG,Manual,32.52,998,58.33,410000
7,Individual,Petrol,Manual,15.37,1196,73.0,250000
4,Individual,Petrol,Manual,23.84,1199,84.0,420000
7,Dealer,Diesel,Manual,22.32,1582,126.32,740000
13,Individual,Petrol,Manual,17.7,1497,78.0,225000
12,Dealer,Diesel,Automatic,11.0,2987,198.5,1200000
1,Individual,Diesel,Manual,22.1,1396,88.7,1350000
4,Dealer,Diesel,Manual,28.4,1248,74.02,822000
5,Dealer,Petrol,Manual,22.3,799,53.26,325000
5,Individual,Petrol,Manual,25.17,799,53.3,350000
10,Dealer,Diesel,Manual,22.9,1248,74.0,270000
3,Dealer,Diesel,Automatic,11.0,2987,258.0,6600000
9,Individual,Diesel,Automatic,13.5,2987,282.0,3000000
6,Individual,Diesel,Manual,26.0,1498,98.6,600000
10,Dealer,Petrol,Automatic,19.2,1197,80.0,385000
3,Dealer,Diesel,Automatic,23.8,1498,78.9,860000
2,Individual,Diesel,Manual,27.4,1498,98.63,700000
2,Individual,Petrol,Manual,18.6,1197,81.86,750000
13,Individual,Diesel,Manual,11.57,2179,138.1,190000
5,Dealer,Petrol,Manual,21.21,1197,81.8,490000
9,Individual,Petrol,Manual,19.7,796,46.3,200000
6,Dealer,Diesel,Manual,19.64,1461,108.45,775000
2,Dealer,Petrol,Automatic,23.84,1199,83.83,550000
9,Individual,Petrol,Manual,20.36,1197,78.9,400000
6,Individual,Diesel,Manual,20.77,1248,88.76,650000
4,Dealer,Diesel,Manual,24.3,1248,88.5,950000
4,Dealer,Diesel,Manual,23.9,1582,126.2,925000
2,Individual,Diesel,Manual,20.8,1493,113.4,1549000
3,Individual,Petrol,Manual,21.21,1197,81.8,650000
9,Individual,Petrol,Manual,20.92,998,67.1,251000
3,Individual,Diesel,Manual,28.4,1248,74.02,800000
8,Individual,Petrol,Manual,18.6,1197,85.8,350000
6,Dealer,Diesel,Manual,12.99,2494,100.6,1030000
12,Individual,Petrol,Manual,18.9,1061,67.0,150000
7,Dealer,Diesel,Manual,20.77,1248,88.8,600000
7,Dealer,Diesel,Manual,22.7,1498,89.84,565000
7,Individual,Diesel,Automatic,14.84,2143,170.0,1350000
9,Dealer,Diesel,Manual,20.5,1598,103.5,450000
7,Dealer,Petrol,Manual,18.9,1197,82.0,380000
9,Dealer,Diesel,Automatic,12.07,2967,241.4,1950000
9,Dealer,Diesel,Manual,15.96,2523,62.1,435000
2,Dealer,Diesel,Manual,16.55,2498,105.0,970000
7,Dealer,Diesel,Manual,20.0,1399,68.05,250000
2,Dealer,Petrol,Manual,18.78,999,75.0,550000
7,Dealer,Petrol,Manual,22.74,796,47.3,250000
5,Dealer,Petrol,Automatic,21.4,1197,83.1,698000
4,Dealer,Petrol,Automatic,24.04,999,67.0,395000
10,Dealer,Diesel,Manual,12.05,2179,120.0,565000
4,Individual,Petrol,Manual,17.7,1591,121.3,775000
2,Individual,Diesel,Manual,28.4,1248,74.02,750000
11,Individual,Diesel,Manual,13.6,2523,63.0,325000
1,Dealer,Petrol,Manual,17.8,1498,119.35,1000000
2,Individual,Diesel,Manual,19.67,1582,126.2,1350000
4,Dealer,Petrol,Automatic,18.0,1497,117.6,900000
4,Individual,Diesel,Manual,12.4,2499,134.0,1250000
6,Individual,Diesel,Manual,26.59,1248,74.0,480000
2,Individual,Petrol,Manual,21.21,1197,81.8,539000
4,Dealer,Diesel,Manual,25.83,1498,99.0,690000
3,Dealer,Diesel,Manual,23.0,1498,98.96,1025000
3,Individual,Petrol,Manual,18.9,1197,81.86,525000
9,Dealer,Petrol,Automatic,19.2,1197,80.0,385000
7,Individual,Petrol,Manual,20.51,998,67.04,290000
2,Dealer,Diesel,Automatic,19.62,1998,192.0,3450000
5,Dealer,Diesel,Manual,21.14,1498,103.52,635000
7,Dealer,Diesel,Automatic,16.09,1995,184.0,2675000
3,Individual,Diesel,Manual,21.5,1497,108.5,950000
3,Dealer,Petrol,Automatic,23.1,998,67.04,545000
7,Dealer,Diesel,Manual,20.0,1399,68.05,325000
5,Dealer,Petrol,Manual,18.9,998,67.1,425000
3,Dealer,Diesel,Manual,23.0,1498,98.96,825000
3,Dealer,Petrol,Manual,24.7,796,47.3,349000
6,Dealer,Petrol,Automatic,18.19,1197,103.2,750000
8,Dealer,Diesel,Manual,23.4,1248,74.0,580000
11,Dealer,Diesel,Manual,11.5,2982,171.0,1250000
4,Individual,Diesel,Manual,20.14,1498,88.0,615000
9,Dealer,Petrol,Automatic,16.95,1197,78.9,370000
14,Dealer,Petrol,Manual,18.9,998,67.1,160000
2,Individual,Petrol,Manual,23.95,998,67.05,370000
10,Individual,Diesel,Automatic,17.68,1968,174.33,1550000
8,Dealer,Diesel,Automatic,19.5,1582,126.24,750000
5,Individual,Petrol,Manual,18.6,1197,81.83,600000
4,Dealer,Petrol,Manual,13.0,1591,121.3,1150000
4,Dealer,Petrol,Automatic,14.67,1798,177.46,1950000
8,Dealer,Petrol,Manual,17.8,1497,117.3,575000
6,Dealer,Diesel,Manual,13.0,2982,168.5,1700000
9,Individual,Diesel,Manual,20.0,1399,68.0,195000
5,Dealer,Petrol,Manual,19.81,1086,68.05,445000
5,Dealer,Diesel,Manual,24.52,1248,88.5,700000
6,Dealer,Diesel,Manual,19.3,1248,73.9,410000
13,Individual,Diesel,Manual,12.8,2494,102.0,500000
4,Dealer,Petrol,Manual,21.01,1197,81.8,645000
11,Individual,Petrol,Manual,19.7,796,46.3,115000
8,Dealer,Diesel,Automatic,18.88,1995,184.0,1375000
11,Dealer,Diesel,Automatic,17.2,1968,138.1,575000
8,Individual,Petrol,Manual,22.74,796,47.3,262000
4,Dealer,Diesel,Manual,27.3,1498,98.6,625000
4,Dealer,Diesel,Manual,24.3,1248,88.5,785000
6,Individual,Diesel,Manual,26.59,1248,74.0,510000
13,Dealer,Petrol,Manual,14.0,1061,64.0,205000
3,Individual,Diesel,Manual,24.3,1248,88.5,900000
8,Individual,Diesel,Manual,22.32,1582,126.3,550000
2,Individual,Petrol,Manual,16.1,1353,138.0,1635000
3,Individual,Diesel,Automatic,10.91,3198,197.0,3000000
5,Individual,Diesel,Manual,12.99,2494,100.6,1150000
10,Dealer,Petrol,Manual,17.3,1061,64.0,290000
3,Individual,Petrol,Manual,22.0,1197,81.8,610000
4,Dealer,Diesel,Manual,24.3,1248,88.5,814000
9,Dealer,Diesel,Manual,22.9,1248,74.0,390000
9,Dealer,Diesel,Automatic,19.08,1582,126.32,650000
10,Dealer,Diesel,Automatic,13.5,2987,254.79,2450000
8,Individual,Diesel,Manual,15.1,2179,140.0,600000
5,Dealer,Diesel,Manual,24.0,1120,70.0,583000
9,Dealer,Diesel,Automatic,14.84,2143,167.62,1450000
5,Individual,Petrol,Manual,18.16,1196,86.8,395000
6,Dealer,Diesel,Manual,15.4,2179,120.0,925000
